restaurant,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
00000474C,474C,La Creperie,Chicago,Carry in Wine and Beer Good Decor Dining Outdoors Excellent Food French $15-$30 Romantic Excellent Service Short Drive Weekend Brunch 
00000475C,475C,Bukhara,Chicago,Authentic Buffet Dining Cab Excellent Decor Excellent Food Indian $15-$30 Parking/Valet Good Service 
00000476C,476C,Soul Kitchen,Chicago,American (New) American (Regional) Creative Caribbean Carry in Wine and Beer Excellent Decor Extraordinary Food No Reservations $15-$30 Excellent Service Short Drive Weekend Brunch 
00000477C,477C,Emilio's Meson Sabika,Chicago,An Out Of The Way Find Good Decor Dancing Entertainment Good Food Long Drive $15-$30 Parking/Valet Good Service Spanish Tapas 
00000478C,478C,Hackney's,Chicago,Good Decor Dining Outdoors Excellent Food For the Young and Young at Heart Good for Younger Kids Hamburgers Long Drive below $15 Parking/Valet Excellent Service Weekend Brunch 
00000479C,479C,Gennaro's,Chicago,Good Decor Excellent Food Italian $15-$30 Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000480C,480C,Home Bakery,Chicago,Catering for Special Events Fair Decor Delivery Available Excellent Food below $15 Polish Relaxed Senior Scene Excellent Service Short Drive Takeout Available Weekend Brunch 
00000481C,481C,Bando,Chicago,Good Decor Excellent Food Korean $15-$30 Parking/Valet Good Service Short Drive 
00000482C,482C,Aurelio's,Chicago,Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Long Drive No Reservations below $15 Pizza Excellent Service 
00000483C,483C,Robinson's No. 1 Ribs,Chicago,Bar-B-Q Fair Decor Dining Outdoors Excellent Food For the Young and Young at Heart Good for Younger Kids $15-$30 Good Service Short Drive Weekend Brunch 
00000484C,484C,Trattoria Roma Terza,Chicago,Cab Excellent Decor Extraordinary Food Italian $15-$30 Excellent Service Weekend Brunch 
00000485C,485C,ENTRE NOUS,Chicago,American (New) Cab Classic Hotel Dining Extraordinary Decor Extraordinary Food French (New) Need To Dress $30-$50 Parking/Valet Prix Fixe Menus Extraordinary Service 
00000486C,486C,Hat Dance,Chicago,Cab Extraordinary Decor Dining Outdoors Excellent Food Great Place to Meet for a Drink $15-$30 Parking/Valet Place for Singles Excellent Service Southwestern Weekend Brunch 
00000487C,487C,Cannella's,Chicago,Cab Good Decor Excellent Food Italian $15-$30 Parking/Valet Excellent Service Traditional Weekend Brunch 
00000488C,488C,Pegasus,Chicago,Cab Excellent Decor Excellent Food Greek $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000489C,489C,Nookies Too,Chicago,American (Traditional) Good Decor Good Food For the Young and Young at Heart Good for Younger Kids No Reservations Open for Breakfast below $15 Good Service Short Drive Weekend Brunch 
00000490C,490C,El Nandu,Chicago,Argentinean Good Decor Delivery Available Good Food $15-$30 Good Service Short Drive Takeout Available 
00000491C,491C,Noodle Noodle,Chicago,Asian Good Decor Excellent Food Fine for Dining Alone No Reservations No Smoking Allowed below $15 Excellent Service Short Drive Wheelchair Access 
00000492C,492C,Pomodori,Chicago,Good Decor Good Food Italian $15-$30 Parking/Valet Quiet for Conversation Good Service Short Drive Up and Coming Weekend Brunch 
00000493C,493C,My pi Pizzeria,Chicago,After Hours Dining Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Late Night Menu No Reservations below $15 Pizza Good Service Short Drive Weekend Brunch 
00000494C,494C,Lupita's,Chicago,Excellent Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Long Drive Mexican $15-$30 Excellent Service 
00000495C,495C,Benkay,Chicago,Business Scene Cab Classic Hotel Dining Extraordinary Decor Extraordinary Food Good Out of Town Business Japanese $30-$50 Parking/Valet Private Parties Private Rooms Available Extraordinary Service 
00000496C,496C,Heaven On Seven,Chicago,American (Traditional) Cab Cajun Coffee Shops Creole Good Decor Delivery Available Diners Extraordinary Food Fine for Dining Alone No Reservations Open for Breakfast below $15 Excellent Service Takeout Available 
00000497C,497C,Medici,Chicago,After Hours Dining American (Traditional) Good Decor Good Food Fine for Dining Alone For the Young and Young at Heart Hamburgers Late Night Menu Long Drive Open for Breakfast below $15 Good Service Weekend Brunch 
00000498C,498C,O Fame,Chicago,Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Italian No Reservations $15-$30 Pizza Good Service Short Drive Weekend Brunch 
00000499C,499C,Piatti Verde,Chicago,Cab Good Decor Good Food Italian $15-$30 Good Service Vegetarian 
00000500C,500C,Gypsy's Cove,Chicago,Good Decor Excellent Food $15-$30 Parking/Valet Peruvian Excellent Service Short Drive Tapas Up and Coming Weekend Brunch 
00000501C,501C,Chez Paul,Chicago,An Historic Spot Cab Continental Extraordinary Decor Dancing Entertainment Excellent Food French Need To Dress $30-$50 Parking/Valet Private Parties Private Rooms Available Romantic Excellent Service Walk Weekend Brunch 
00000502C,502C,Kampai,Chicago,Excellent Decor Extraordinary Food Japanese Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service 
00000503C,503C,UN GRAND CAFE,Chicago,Extraordinary Decor Dining Outdoors Extraordinary Food French Bistro Game $30-$50 Parking/Valet Quiet for Conversation Romantic Extraordinary Service Short Drive Very Busy - Reservations a Must Weekend Brunch 
00000504C,504C,Fernando's,Chicago,Good Decor Excellent Food Mexican below $15 Excellent Service Short Drive 
00000505C,505C,Oak Tree,Chicago,American (Traditional) Cab Excellent Decor Excellent Food No Reservations Open for Breakfast below $15 Relaxed Senior Scene Good Service Weekend Brunch Wheelchair Access 
00000506C,506C,Pomodoro,Chicago,Excellent Decor Excellent Food Italian Long Drive $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000507C,507C,Zarrosta Grill,Chicago,Californian Excellent Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Long Drive $15-$30 Parking/Valet Pizza Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000508C,508C,Chicago Diner,Chicago,Fair Decor Good Food Health Conscious Menus Health Food No Reservations No Smoking Allowed Open for Breakfast below $15 Parking/Valet Good Service Short Drive Vegetarian Weekend Brunch Wheelchair Access 
00000509C,509C,Szechwan Restaurant,Chicago,Buffet Dining Chinese Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000510C,510C,Pierogi Inn,Chicago,Carry in Wine and Beer Fair Decor Excellent Food below $15 Polish Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000511C,511C,Orbit,Chicago,Fair Decor Excellent Food below $15 Polish Relaxed Senior Scene Excellent Service Short Drive Weekend Brunch 
00000512C,512C,Southport City Saloon,Chicago,American (Traditional) Good Decor Dining Outdoors Good Food $15-$30 Place for Singles Private Parties Private Rooms Available Good Service Short Drive Walk Weekend Brunch 
00000513C,513C,Tucchetti,Chicago,Excellent Decor Good Food Good for Younger Kids Italian Long Drive $15-$30 Parking/Valet Relaxed Senior Scene Excellent Service Weekend Brunch 
00000514C,514C,Fountain Blue,Chicago,American (Traditional) Continental Excellent Decor Excellent Food Long Drive Need To Dress $15-$30 Romantic Excellent Service Weekend Brunch 
00000515C,515C,Cucina Roma,Chicago,Creative Good Decor Good Food Italian Long Drive $15-$30 Parking/Valet Good Service 
00000516C,516C,Blue Mesa,Chicago,Creative Excellent Decor Dining Outdoors Excellent Food $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Short Drive Southwestern Walk Weekend Brunch 
00000517C,517C,Original Pancake House,Chicago,American (Traditional) Good Decor Extraordinary Food For the Young and Young at Heart Good for Younger Kids No Reservations Open for Breakfast below $15 Excellent Service Short Drive 
00000518C,518C,Fireplace Inn,Chicago,After Hours Dining Bar-B-Q Cab Good Decor Dining Outdoors Excellent Food Late Night Menu $15-$30 Romantic Excellent Service Walk Weekend Brunch 
00000519C,519C,Seven Treasures,Chicago,After Hours Dining Chinese Fair Decor Excellent Food Late Night Menu No Reservations below $15 Good Service Short Drive Weekend Brunch 
00000520C,520C,Hashalom,Chicago,Carry in Wine and Beer Fair Decor Excellent Food Middle Eastern Moroccan below $15 Good Service Short Drive 
00000521C,521C,Leo's Lunchroom,Chicago,American (New) Carry in Wine and Beer Good Decor Eclectic Extraordinary Food No Reservations Open for Breakfast below $15 Quirky Good Service Short Drive Weekend Brunch 
00000522C,522C,Chez Delphonse,Chicago,Creative Caribbean Good Decor Excellent Food French (New) $15-$30 Excellent Service Short Drive Weekend Brunch 
00000523C,523C,Lindo Mexico,Chicago,Authentic After Hours Dining Excellent Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Late Night Menu Long Drive Mexican $15-$30 Good Service Weekend Brunch 
00000524C,524C,Palm,Chicago,Business Scene Cab Excellent Decor Extraordinary Food Good Out of Town Business $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Excellent Service Steakhouses Very Busy - Reservations a Must Weekend Brunch 
00000525C,525C,Delaney and Murphy,Chicago,Business Scene Classic Hotel Dining Excellent Decor Excellent Food Good Out of Town Business Long Drive $15-$30 Parking/Valet Excellent Service Steakhouses 
00000526C,526C,Gino's Steak House,Chicago,Business Scene Good Decor Good Food Long Drive $15-$30 Parking/Valet Relaxed Senior Scene Good Service Steakhouses 
00000527C,527C,Jerome's,Chicago,American (New) Catering for Special Events Excellent Decor Dining Outdoors Eclectic Excellent Food Great for People Watching Open for Breakfast $15-$30 Excellent Service Short Drive Weekend Brunch 
00000528C,528C,Da Nicola Ristorante,Chicago,Good Decor Good Food Italian $15-$30 Excellent Service Short Drive Weekend Brunch 
00000529C,529C,Nuevo Leon,Chicago,Authentic After Hours Dining Fair Decor Extraordinary Food Late Night Menu Little Known But Well Liked Mexican Open for Breakfast below $15 Excellent Service Short Drive Weekend Brunch 
00000530C,530C,Abbis Abeba,Chicago,Fair Decor Ethiopian Excellent Food below $15 Excellent Service Short Drive 
00000531C,531C,Daniello's,Chicago,Good Decor Dancing Entertainment Good Food Italian Long Drive $15-$30 Parking/Valet Relaxed Senior Scene Good Service Weekend Brunch 
00000532C,532C,Queen of the Sea,Chicago,After Hours Dining Good Decor Good Food Late Night Menu Long Drive $15-$30 Good Service Soulfood Southern Weekend Brunch 
00000533C,533C,Rinconcito Sudamericano,Chicago,Authentic Good Decor Excellent Food Little Known But Well Liked $15-$30 Peruvian Excellent Service Short Drive Weekend Brunch 
00000534C,534C,Convito Italiano,Chicago,Creative Catering for Special Events Excellent Decor Delivery Available Excellent Food Italian Long Drive $15-$30 Parking/Valet Excellent Service Takeout Available Weekend Brunch 
00000535C,535C,Filippo's,Chicago,Excellent Decor Excellent Food Italian $15-$30 Quiet for Conversation Excellent Service Short Drive Weekend Brunch 
00000536C,536C,Yvette North,Chicago,Good Decor Dancing Entertainment Good Food French Bistro Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Weekend Brunch 
00000537C,537C,Caribbean Delight,Chicago,Caribbean Good Decor Excellent Food Long Drive $15-$30 Good Service Weekend Brunch 
00000538C,538C,Kamehachi,Chicago,Cab Excellent Decor Extraordinary Food Japanese $15-$30 Excellent Service 
00000539C,539C,Trattoria Pizzeria Roma,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Pizza Excellent Service Weekend Brunch 
00000540C,540C,Machu Picchu,Chicago,Carry in Wine and Beer Good Decor Good Food $15-$30 Peruvian Good Service Short Drive 
00000541C,541C,Gold Coast Dogs,Chicago,American (Traditional) Cab Fair Decor Delivery Available Excellent Food For the Young and Young at Heart Good for Younger Kids below $15 Good Service Traditional Takeout Available Weekend Brunch 
00000542C,542C,Roxy Cafe,Chicago,American (New) American (Traditional) Business Scene Excellent Decor Eclectic Excellent Food Long Drive $15-$30 Relaxed Senior Scene Excellent Service Up and Coming Weekend Brunch 
00000543C,543C,Weber Grill Restaurant,Chicago,American (Traditional) Bar-B-Q Excellent Decor Excellent Food Good for Younger Kids Long Drive $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000544C,544C,Cuisine:s,Chicago,Cab Classic Hotel Dining Extraordinary Decor Extraordinary Food Little Known But Well Liked Mediterranean $30-$50 Parking/Valet Extraordinary Service 
00000545C,545C,Como Inn,Chicago,An Historic Spot Cab Excellent Decor Excellent Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000546C,546C,Bub City Crabshack & BBQ,Chicago,Bar-B-Q Excellent Decor Dancing Entertainment Good Food Good for Younger Kids $15-$30 Parking/Valet Private Parties Private Rooms Available Quirky Excellent Service Seafood Short Drive Weekend Brunch 
00000547C,547C,Dragon Inn,Chicago,Chinese Good Decor Excellent Food Long Drive $15-$30 Parking/Valet Excellent Service 
00000548C,548C,Monastero's,Chicago,Excellent Decor Excellent Food Italian $15-$30 Private Parties Private Rooms Available Excellent Service Short Drive Weekend Brunch 
00000549C,549C,Ambassador Caffe,Chicago,Carry in Wine and Beer Cuban Good Decor Good Food $15-$30 Good Service Short Drive 
00000550C,550C,Mathon's,Chicago,Good Decor Excellent Food Long Drive $15-$30 Excellent Service Seafood Weekend Brunch 
00000551C,551C,La Locanda,Chicago,Business Scene Cab Excellent Decor Extraordinary Food Italian $30-$50 Parking/Valet Romantic Excellent Service Very Busy - Reservations a Must Weekend Brunch 
00000552C,552C,It's Greek to Me,Chicago,After Hours Dining Cab Excellent Decor Excellent Food Greek Late Night Menu $15-$30 Parking/Valet Excellent Service Weekend Brunch 
00000553C,553C,Old Carolina Crab House,Chicago,Authentic Cab Excellent Decor Excellent Food $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Weekend Brunch 
00000554C,554C,Buckingham's,Chicago,Business Scene Cab Classic Hotel Dining Excellent Decor Excellent Food Good Out of Town Business Need To Dress $30-$50 Parking/Valet Extraordinary Service Steakhouses 
00000555C,555C,Gale Street Inn,Chicago,American (Traditional) Bar-B-Q Continental Good Decor Excellent Food $15-$30 Parking/Valet Relaxed Senior Scene Excellent Service Short Drive Weekend Brunch 
00000556C,556C,Grappa,Chicago,Business Scene Cab Classic Hotel Dining Extraordinary Decor Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink Italian $30-$50 Parking/Valet Prix Fixe Menus Romantic Excellent Service Up and Coming Walk 
00000557C,557C,Poul Zakopane Harnas,Chicago,Continental Good Decor Good Food $15-$30 Polish Good Service Short Drive 
00000558C,558C,Soul Queen,Chicago,After Hours Dining Buffet Dining Good Decor Good Food Late Night Menu Little Known But Well Liked Long Drive $15-$30 Parking/Valet Good Service Soulfood Southern Weekend Brunch 
00000559C,559C,Cousin's,Chicago,Carry in Wine and Beer Fair Decor Excellent Food Mediterranean Middle Eastern below $15 Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
00000560C,560C,Taylor Brewing Company,Chicago,American (Traditional) Excellent Decor Good Food Long Drive below $15 Parking/Valet Place for Singles Pub Feel Good Service See the Game Singles Scene 
00000561C,561C,Trader Vic's,Chicago,Buffet Dining Business Scene Cab Classic Hotel Dining Good Decor Good Food Good Out of Town Business $15-$30 Parking/Valet Polynesian Private Parties Private Rooms Available Good Service 
00000562C,562C,Home Run Inn,Chicago,Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Long Drive No Reservations below $15 Pizza Good Service Traditional Weekend Brunch 
00000563C,563C,Winnetka Grill,Chicago,American (New) An Out Of The Way Find Creative Excellent Decor Dining Outdoors Extraordinary Food Long Drive $30-$50 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Romantic Extraordinary Service Weekend Brunch 
00000564C,564C,TRIO,Chicago,An Out Of The Way Find Asian Near-perfect Decor Near-perfect Food Fabulous Wine Lists French (New) Good Out of Town Business Health Conscious Menus Hip Place To Be Italian Long Drive Need To Dress No Smoking Allowed over $50 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Romantic Near-perfect Service Up and Coming Very Busy - Reservations a Must Walk 
00000565C,565C,Giovanni's,Chicago,After Hours Dining American (Traditional) Good Decor Delivery Available Excellent Food Italian Late Night Menu Little Known But Well Liked Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Takeout Available Very Busy - Reservations a Must Weekend Brunch 
00000566C,566C,French Kitchen,Chicago,Excellent Decor Excellent Food French Long Drive $15-$30 Quiet for Conversation Excellent Service Weekend Brunch 
00000567C,567C,Pasteur,Chicago,Buffet Dining Fair Decor Excellent Food Long Drive $15-$30 Good Service Very Busy - Reservations a Must Vietnamese Wheelchair Access 
00000568C,568C,Sweet Spice Cafe & Bar,Chicago,American (New) Cab Excellent Decor Eclectic Excellent Food $15-$30 Excellent Service Weekend Brunch 
00000569C,569C,Army & Lou's,Chicago,Buffet Dining Catering for Special Events Good Decor Excellent Food Long Drive No Reservations Open for Breakfast below $15 Excellent Service Soulfood Southern Weekend Brunch 
00000570C,570C,Gaylord India,Chicago,Buffet Dining Cab Good Decor Excellent Food Indian $15-$30 Quiet for Conversation Excellent Service 
00000571C,571C,Windows of Cuisine,Chicago,Creative Chinese Excellent Decor Excellent Food Little Known But Well Liked Long Drive $15-$30 Parking/Valet Relaxed Senior Scene Excellent Service 
00000572C,572C,White Knights,Chicago,Good Decor Dancing Entertainment Good Food Long Drive $15-$30 Parking/Valet Russian Good Service 
00000573C,573C,Ranalli's,Chicago,After Hours Dining Good Decor Dining Outdoors Good Food For the Young and Young at Heart Good for Younger Kids Italian Late Night Menu No Reservations below $15 Parking/Valet Pizza Good Service Short Drive Weekend Brunch 
00000574C,574C,Taylor Street Bistro,Chicago,Excellent Decor Excellent Food French Bistro $15-$30 Parking/Valet Quiet for Conversation Excellent Service Short Drive 
00000575C,575C,La Risotteria Nord,Chicago,Excellent Decor Extraordinary Food Italian $15-$30 Parking/Valet Excellent Service Short Drive Up and Coming Weekend Brunch 
00000576C,576C,Vivere,Chicago,Business Scene Cab Extraordinary Decor Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink Italian $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Quiet for Conversation Romantic Extraordinary Service Very Busy - Reservations a Must 
00000577C,577C,Whitehall Place,Chicago,Business Scene Cab Classic Hotel Dining Continental Good Decor Good Food $15-$30 Good Service 
00000578C,578C,Vinny's,Chicago,Good Decor Dining Outdoors Good Food Italian $15-$30 Parking/Valet People Keep Coming Back Private Parties Private Rooms Available Excellent Service Short Drive Weekend Brunch 
00000579C,579C,Three Happiness,Chicago,Carry in Wine and Beer Chinese Fair Decor Dim Sum Excellent Food No Reservations $15-$30 Parking/Valet Good Service Short Drive Weekend Brunch 
00000580C,580C,Davis Street Fishmarket,Chicago,Good Decor Excellent Food Long Drive $15-$30 Excellent Service Seafood Weekend Brunch 
00000581C,581C,Carson's Ribs,Chicago,American (Traditional) Bar-B-Q Cab Good Decor Excellent Food $15-$30 Parking/Valet Excellent Service Traditional Weekend Brunch 
00000582C,582C,Lac Vien,Chicago,Fair Decor Excellent Food below $15 Good Service Short Drive Vietnamese Weekend Brunch 
00000583C,583C,Busy Bee,Chicago,Coffee Shops Fair Decor Diners Excellent Food Open for Breakfast below $15 Polish Relaxed Senior Scene Excellent Service Short Drive Weekend Brunch 
00000584C,584C,Pandl's in Bayside,Chicago,American (New) Excellent Decor Excellent Food Long Drive No Smoking Allowed $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000585C,585C,Espial,Chicago,After Hours Dining Creative Good Decor Eclectic Good Food French Bistro Italian Late Night Menu $15-$30 Place for Singles Private Parties Private Rooms Available Quiet for Conversation Romantic Good Service Short Drive 
00000586C,586C,Bice,Chicago,Business Scene Cab Extraordinary Decor Dining Outdoors Excellent Food Good Out of Town Business Hip Place To Be Italian $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000587C,587C,Alex's Washington Gardens,Chicago,Carry in Wine and Beer Good Decor Excellent Food Italian Long Drive $15-$30 Quiet for Conversation Excellent Service Weekend Brunch 
00000588C,588C,P.S. Bangkok,Chicago,Buffet Dining Carry in Wine and Beer Good Decor Extraordinary Food $15-$30 Relaxed Senior Scene Excellent Service Short Drive Thai Wheelchair Access 
00000589C,589C,Lone Star Steakhouse,Chicago,Excellent Decor Excellent Food For the Young and Young at Heart Good for Younger Kids Long Drive $15-$30 Parking/Valet Excellent Service Steakhouses Weekend Brunch 
00000590C,590C,Claim Company,Chicago,Cab Good Decor Eclectic Good Food For the Young and Young at Heart Good for Younger Kids Hamburgers No Reservations below $15 Parking/Valet Excellent Service Traditional Weekend Brunch 
00000591C,591C,Cafe Iberico,Chicago,Authentic After Hours Dining Cab Good Decor Excellent Food French Late Night Menu $15-$30 Excellent Service Spanish Tapas Weekend Brunch 
00000592C,592C,302 West,Chicago,An Out Of The Way Find Californian Extraordinary Decor Extraordinary Food Long Drive Need To Dress $30-$50 Quiet for Conversation Romantic Extraordinary Service Seafood 
00000593C,593C,Szechwan House,Chicago,Buffet Dining Business Scene Cab Chinese Good Decor Excellent Food $15-$30 Excellent Service Weekend Brunch 
00000594C,594C,Ishtar Inn,Chicago,Cab Good Decor Excellent Food Middle Eastern below $15 Excellent Service 
00000595C,595C,Rosebud on Rush,Chicago,Business Scene Cab Excellent Decor Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink Hip Place To Be Italian $15-$30 Parking/Valet Power Brokers Private Parties Private Rooms Available Excellent Service Tourist Appeal Very Busy - Reservations a Must Weekend Brunch 
00000596C,596C,Kyoto Japanese Restaurant,Chicago,Good Decor Extraordinary Food Japanese $15-$30 Excellent Service Short Drive 
00000597C,597C,Cafe 36,Chicago,Excellent Decor Extraordinary Food French (New) Italian Little Known But Well Liked Long Drive $15-$30 Private Parties Private Rooms Available Quiet for Conversation Romantic Excellent Service Weekend Brunch 
00000598C,598C,Edith's Bar-B-Q,Chicago,Bar-B-Q Carry in Wine and Beer Fair Decor Extraordinary Food Little Known But Well Liked No Reservations below $15 Excellent Service Short Drive Weekend Brunch 
00000599C,599C,Poor Phil's Oyster Bar,Chicago,Classic Hotel Dining Good Decor Excellent Food Long Drive below $15 Parking/Valet Good Service Seafood 
00000600C,600C,Tutto Italiano,Chicago,Cab Good Decor Good Food Italian Little Known But Well Liked $15-$30 Parking/Valet Good Service 
00000601C,601C,Eccentric,Chicago,American (New) Cab Excellent Decor Excellent Food Great Place to Meet for a Drink $15-$30 Parking/Valet Place for Singles Private Parties Private Rooms Available Excellent Service Weekend Brunch 
00000602C,602C,Marc,Chicago,American (New) Business Scene Cab Excellent Decor Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink $30-$50 Parking/Valet Excellent Service Up and Coming Very Busy - Reservations a Must Weekend Brunch 
00000603C,603C,Mare,Chicago,Business Scene Cab Extraordinary Decor Dining Outdoors Extraordinary Food Good Out of Town Business Great Place to Meet for a Drink Hip Place To Be Italian $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Excellent Service Seafood Up and Coming Very Busy - Reservations a Must Weekend Brunch 
00000604C,604C,Mia Torre,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Excellent Service 
00000605C,605C,Johnny D's,Chicago,Good Decor Excellent Food Italian Long Drive $15-$30 Parking/Valet Pizza Excellent Service 
00000606C,606C,Courtright's,Chicago,American (Traditional) Business Scene Good Decor Good Food Good Out of Town Business Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Quiet for Conversation Romantic Good Service Weekend Brunch 
00000607C,607C,Ostioneria Playa Azul,Chicago,After Hours Dining Good Decor Excellent Food Late Night Menu Mexican $15-$30 Good Service Seafood Short Drive 
00000608C,608C,Schulien's,Chicago,Authentic Excellent Decor Dancing Entertainment Excellent Food German $15-$30 Private Parties Private Rooms Available Excellent Service Short Drive Traditional Weekend Brunch 
00000609C,609C,Dieterle's,Chicago,An Out Of The Way Find Good Decor Extraordinary Food German Little Known But Well Liked Long Drive $15-$30 Excellent Service Weekend Brunch 
00000610C,610C,BISTRO BANLIEUE,Chicago,An Out Of The Way Find Creative Extraordinary Decor Extraordinary Food French Bistro Game Long Drive $15-$30 Parking/Valet Extraordinary Service 
00000611C,611C,Cafe Absinthe,Chicago,American (New) Extraordinary Decor Extraordinary Food Great for People Watching Hip Place To Be $30-$50 Parking/Valet Romantic Excellent Service Short Drive Up and Coming Weekend Brunch 
00000612C,612C,MIA FRANCESCA,Chicago,Excellent Decor Dining Outdoors Extraordinary Food Great for People Watching Hip Place To Be Italian No Reservations $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Short Drive Weekend Brunch 
00000613C,613C,Frida's,Chicago,Creative Excellent Decor Dining Outdoors Excellent Food Mexican $15-$30 Parking/Valet Excellent Service Short Drive Up and Coming Weekend Brunch 
00000614C,614C,T'ang Dynasty,Chicago,Buffet Dining Cab Chinese Excellent Decor Excellent Food $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service 
00000615C,615C,Trattoria No. 10,Chicago,Cab Extraordinary Decor Extraordinary Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service 
00000616C,616C,Corner Bakery,Chicago,Bakeries Cab Excellent Decor Delivery Available Eclectic Extraordinary Food Fine for Dining Alone Open for Breakfast below $15 Parking/Valet Excellent Service Takeout Available Weekend Brunch 
00000617C,617C,Ravinia Bistro Maison Barussea,Chicago,Excellent Decor Excellent Food French Bistro $15-$30 Parking/Valet Quiet for Conversation Romantic Excellent Service 
00000618C,618C,Un DiAmo,Chicago,Excellent Decor Excellent Food Italian $15-$30 Parking/Valet Excellent Service Short Drive Up and Coming Weekend Brunch 
00000619C,619C,Uncle Tannous,Chicago,Good Decor Dancing Entertainment Excellent Food Middle Eastern $15-$30 Parking/Valet Excellent Service Short Drive 
00000620C,620C,GORDON,Chicago,American (New) Business Scene Cab Extraordinary Decor Dancing Entertainment Extraordinary Food Great Place to Meet for a Drink Hip Place To Be Need To Dress $30-$50 Parking/Valet Power Brokers Pre-theater Dining Private Parties Private Rooms Available Prix Fixe Menus Quiet for Conversation Romantic Extraordinary Service Very Busy - Reservations a Must Weekend Brunch 
00000621C,621C,Oo-La-La!,Chicago,Excellent Decor Dining Outdoors Excellent Food French Bistro Great for People Watching Hip Place To Be Italian $15-$30 Parking/Valet Excellent Service Short Drive Weekend Brunch 
00000622C,622C,Genghis Khan,Chicago,Good Decor Excellent Food Indian Long Drive below $15 Parking/Valet Good Service 
00000623C,623C,Siam Cafe,Chicago,Good Decor Excellent Food $15-$30 Good Service Short Drive Thai 
00000624C,624C,Abril,Chicago,After Hours Dining Creative Good Decor Excellent Food Late Night Menu Long Drive Margaritas Mexican below $15 Excellent Service Weekend Brunch 
00000625C,625C,Distant Mirror Cafe,Chicago,Good Decor Good Food Long Drive $15-$30 Good Service Spanish Tapas Up and Coming Weekend Brunch 
00000626C,626C,Rupert's for Steaks,Chicago,Business Scene Excellent Decor Extraordinary Food Good Out of Town Business Long Drive $30-$50 Parking/Valet Private Parties Private Rooms Available Excellent Service Steakhouses 
00000627C,627C,YOSHI'S CAFE,Chicago,Asian Extraordinary Decor Near-perfect Food Fabulous Wine Lists French (New) Game Good Out of Town Business Japanese Need To Dress $30-$50 Parking/Valet Prix Fixe Menus Quiet for Conversation Romantic Extraordinary Service Short Drive Very Busy - Reservations a Must 
00000628C,628C,Il Toscanaccio,Chicago,Cab Good Decor Good Food Italian $15-$30 Good Service Up and Coming 
00000629C,629C,Bar Louie,Chicago,After Hours Dining Cab Good Decor Good Food Italian Late Night Menu $15-$30 Place for Singles Good Service 
00000630C,630C,El Nuevo Mexicano,Chicago,Excellent Decor Excellent Food Mexican No Reservations below $15 Excellent Service Short Drive Weekend Brunch 
00000631C,631C,Arco de Cuchilleros,Chicago,Authentic Good Decor Excellent Food $15-$30 Excellent Service Short Drive Spanish Tapas Weekend Brunch 
