Index,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
2969,814N,Luma,New York,American (Contemporary) Creative Californian Excellent Decor Eclectic Extraordinary Food Health Conscious Menus $30-$50 Excellent Service Seafood Vegetarian Weekend Dining 
2970,815N,Vico,New York,Authentic Good Decor Excellent Food Italian $30-$50 Excellent Service Weekend Dining 
2971,816N,UNION SQUARE CAFE,New York,Extraordinary Decor Near-perfect Food $30-$50 Extraordinary Service 
2972,817N,La Primavera,New York,Excellent Decor Excellent Food Italian $30-$50 Prix Fixe Menus Excellent Service 
2973,818N,Barbetta,New York,An Historic Spot Extraordinary Decor Dancing Entertainment Excellent Food Fabulous Wine Lists Game Italian $30-$50 Pre-theater Dining Private Parties Private Rooms Available Prix Fixe Menus Quiet for Conversation Relaxed Senior Scene Romantic Excellent Service Warm spots by the fire 
2974,819N,The Captain's Table,New York,Good Decor Good Food $15-$30 Relaxed Senior Scene Good Service Seafood 
2975,820N,Boulevard,New York,After Hours Dining Cab Good Decor Dining Outdoors Eclectic Good Food Good for Younger Kids Late Night Menu $15-$30 People Keep Coming Back Private Parties Private Rooms Available Good Service Special Brunch Menu 
2976,821N,Kaptain Banana,New York,Good Decor Dancing Entertainment Good Food French Little Known But Well Liked $15-$30 Private Parties Private Rooms Available Quirky Good Service Up and Coming 
2977,822N,Scaletta,New York,Excellent Decor Excellent Food Italian $30-$50 Extraordinary Service 
2978,823N,Canastel's,New York,After Hours Dining Excellent Decor Delivery Available Excellent Food Health Conscious Menus Italian Late Night Menu Old World Cafe Charm $30-$50 Pizza Place for Singles Pre-theater Dining Good Service Takeout Available 
2979,824N,Oscar's,New York,Coffee Shops Continental Good Decor Delivery Available Good Food $15-$30 Good Service Takeout Available 
2980,825N,Vasata,New York,Czech Good Decor Excellent Food $30-$50 Excellent Service Traditional 
2981,826N,Zinno,New York,Excellent Decor Dancing Entertainment Excellent Food Italian $30-$50 Prix Fixe Menus Excellent Service 
2982,827N,Country Club,New York,After Hours Dining American (Contemporary) American (Traditional) Excellent Decor Dancing Entertainment Good Food Italian Late Night Menu $30-$50 Private Parties Private Rooms Available Good Service 
2983,828N,Totonno Pizzeria Napolitano,New York,Poor Decor Delivery Available Extraordinary Food below $15 Pizza Fair Service Takeout Available 
2984,829N,Sylvia's Restaurant,New York,Good Decor Dancing Delivery Available Entertainment Excellent Food Good for Younger Kids $15-$30 Private Parties Private Rooms Available Quirky Excellent Service Soulfood Southern Special Brunch Menu Takeout Available Weekend Dining Wheelchair Access 
2985,830N,Carlyle Dining Room,New York,Classic Hotel Dining Continental Near-perfect Decor Dancing Entertainment Extraordinary Food French Hip Place To Be Open for Breakfast over $50 Prix Fixe Menus Quiet for Conversation Extraordinary Service Special Brunch Menu Weekend Dining 
2986,831N,Ambrosia Tavern,New York,Authentic Excellent Decor Dancing Entertainment Excellent Food Greek Little Known But Well Liked $15-$30 Excellent Service Up and Coming 
2987,832N,Mme. Romaine de Lyon,New York,Good Decor Dancing Entertainment Excellent Food Fine for Dining Alone French Omelettes $15-$30 Relaxed Senior Scene Excellent Service 
2988,833N,Tiziano Trattoria,New York,After Hours Dining Good Decor Dining Outdoors Excellent Food Italian Late Night Menu $30-$50 Excellent Service Warm spots by the fire Weekend Dining 
2989,834N,Cactus Cafe,New York,Good Decor Good Food Mexican $15-$30 Good Service Tex-Mex Up and Coming 
2990,835N,IL NIDO,New York,Excellent Decor Extraordinary Food Good Out of Town Business Italian $30-$50 Power Brokers Extraordinary Service 
2991,836N,West End Gate,New York,American (Traditional) Coffee Shops Good Decor Dancing Diners Entertainment Good Food Fine for Dining Alone For the Young and Young at Heart $15-$30 Good Service 
2992,837N,Au Troquet,New York,Extraordinary Decor Extraordinary Food French Bistro $30-$50 Private Parties Private Rooms Available Romantic Extraordinary Service 
2993,838N,Allegria,New York,Excellent Decor Dining Outdoors Good Food Italian $15-$30 Good Service 
2994,839N,Hop Shing,New York,Chinese Fair Decor Dim Sum Excellent Food below $15 Good Service Up and Coming 
2995,840N,Manhattan Cafe,New York,American (Traditional) Excellent Decor Delivery Available Extraordinary Food $30-$50 Prix Fixe Menus Excellent Service Steakhouses Takeout Available Weekend Dining 
2996,841N,Sala Thai,New York,Good Decor Extraordinary Food $15-$30 Excellent Service Thai 
2997,842N,Mandarin Court,New York,Chinese Good Decor Dim Sum Excellent Food $15-$30 Good Service 
2998,843N,Cupcake Cafe,New York,Coffee and Dessert Fair Decor Excellent Food Open for Breakfast below $15 Good Service Special Brunch Menu 
2999,844N,Cafe Tabac,New York,After Hours Dining Good Decor Good Food French Bistro Great for People Watching Late Night Menu $30-$50 People Keep Coming Back Place for Singles Fair Service 
3000,845N,Shaliga Thai Cuisine,New York,Good Decor Extraordinary Food $15-$30 Excellent Service Thai 
3001,846N,Sukhothai West,New York,Excellent Decor Excellent Food $15-$30 Excellent Service Thai 
3002,847N,L'Auberge du Midi,New York,Extraordinary Decor Excellent Food $30-$50 Excellent Service 
3003,848N,``21'' CLUB,New York,American (Traditional) Extraordinary Decor Excellent Food Fabulous Wine Lists Fine for Dining Alone Game Good Out of Town Business Great for People Watching Hamburgers & Beer Health Conscious Menus Hip Place To Be over $50 Power Brokers Private Parties Private Rooms Available Pub Feel Relaxed Senior Scene Excellent Service Warm spots by the fire Wheelchair Access 
3004,849N,Coastal,New York,Good Decor Delivery Available Excellent Food Italian $15-$30 Good Service Seafood Special Brunch Menu Takeout Available Wheelchair Access 
3005,850N,Seryna,New York,Extraordinary Decor Extraordinary Food Japanese $30-$50 Private Parties Private Rooms Available Quiet for Conversation Excellent Service 
3006,851N,ZARELA,New York,Creative Excellent Decor Dancing Delivery Available Entertainment Extraordinary Food Good for Younger Kids Mexican $30-$50 Place for Singles Private Parties Private Rooms Available Excellent Service Takeout Available Tex-Mex Weekend Dining 
3007,852N,Jai Ya Thai,New York,Good Decor Delivery Available Extraordinary Food $15-$30 Quirky Good Service Takeout Available Thai Weekend Dining 
3008,853N,Mazzei,New York,Excellent Decor Extraordinary Food Italian $30-$50 Excellent Service Weekend Dining 
3009,854N,Park Side,New York,Excellent Decor Delivery Available Extraordinary Food Italian $30-$50 Excellent Service Traditional Takeout Available 
3010,855N,Lattanzi Ristorante,New York,Excellent Decor Dining Outdoors Excellent Food Italian Jewish $30-$50 Romantic Excellent Service 
3011,856N,Lion's Head,New York,After Hours Dining American (Traditional) Excellent Decor Good Food Late Night Menu $15-$30 Private Parties Private Rooms Available Pub Feel Good Service Special Brunch Menu Weekend Dining 
3012,857N,Ludlow Street Cafe,New York,Good Decor Good Food $15-$30 Good Service Traditional 
3013,858N,Charlotte,New York,American (Contemporary) Classic Hotel Dining Excellent Decor Excellent Food Health Conscious Menus $30-$50 Prix Fixe Menus Relaxed Senior Scene Excellent Service 
3014,859N,The Nice Restaurant,New York,Chinese Good Decor Dim Sum Excellent Food $15-$30 Good Service 
3015,860N,Island Spice,New York,Caribbean Good Decor Excellent Food $15-$30 Quirky Excellent Service Weekend Dining 
3016,861N,Parma,New York,Good Decor Excellent Food Italian $30-$50 Excellent Service Traditional 
3017,862N,Ruth's Chris Steak House,New York,Cab Good Decor Delivery Available Good Food $15-$30 Power Brokers Quiet for Conversation Relaxed Senior Scene Good Service Steakhouses Takeout Available Weekend Dining 
3018,863N,Diva,New York,After Hours Dining Good Decor Dining Outdoors Good Food Great for People Watching Italian Late Night Menu $15-$30 Place for Singles Romantic Good Service Up and Coming 
3019,864N,La Bonne Soupe,New York,Good Decor Delivery Available Good Food French Bistro Good for Younger Kids $15-$30 People Keep Coming Back Good Service Takeout Available 
3020,865N,West Broadway Restaurant,New York,American (Contemporary) Excellent Decor Extraordinary Food $30-$50 Excellent Service 
3021,866N,Karyatis,New York,Excellent Decor Dancing Entertainment Extraordinary Food Greek $15-$30 Quirky Excellent Service 
3022,867N,Hunters,New York,American (Traditional) Good Decor Good Food Hip Place To Be $15-$30 Place for Singles Pub Feel Good Service Special Brunch Menu Up and Coming Warm spots by the fire 
3023,868N,Le Boeuf a la Mode,New York,Excellent Decor Dining Outdoors Excellent Food French Bistro $30-$50 Prix Fixe Menus Excellent Service Weekend Dining 
3024,869N,Bukhara,New York,Cab Good Decor Good Food Indian $15-$30 Good Service Up and Coming 
3025,870N,Andiamo,New York,Excellent Decor Excellent Food Italian $30-$50 Private Parties Private Rooms Available Excellent Service Wheelchair Access 
3026,871N,Brazilian Pavilion,New York,Brazilian Good Decor Good Food $15-$30 Good Service South American 
3027,872N,Pizzeria Uno,New York,After Hours Dining Good Decor Good Food For the Young and Young at Heart Late Night Menu $15-$30 People Keep Coming Back Pizza Good Service 
3028,873N,Hurricane Island,New York,Good Decor Good Food $15-$30 Good Service Seafood Up and Coming 
3029,874N,Little Poland,New York,Coffee Shops Fair Decor Excellent Food below $15 Polish Good Service 
3030,875N,Bull & Bear,New York,American (Traditional) Classic Hotel Dining Excellent Decor Excellent Food $30-$50 Relaxed Senior Scene Excellent Service Steakhouses Traditional 
3031,876N,Chez Jacqueline,New York,Excellent Decor Dining Outdoors Excellent Food French Bistro $30-$50 Prix Fixe Menus Excellent Service 
3032,877N,Mueng Thai,New York,Good Decor Extraordinary Food Little Known But Well Liked $15-$30 Excellent Service Thai 
3033,878N,Hong Fat,New York,Chinese Fair Decor Excellent Food below $15 Good Service 
3034,879N,Pizzapiazza,New York,Good Decor Good Food Good for Younger Kids $15-$30 People Keep Coming Back Pizza Good Service 
3035,880N,Triangolo,New York,Good Decor Excellent Food Italian $15-$30 Excellent Service 
3036,881N,Chef Ho's,New York,Chinese Good Decor Excellent Food $15-$30 Excellent Service 
3037,882N,Manganaro's Hero-Boy,New York,Fair Decor Delivery Available Excellent Food below $15 Good Service Takeout Available Wheelchair Access 
3038,883N,Cinema Diner,New York,After Hours Dining Coffee and Dessert Continental Good Decor Diners Eclectic Good Food Good for Younger Kids Late Night Menu $15-$30 Good Service Up and Coming 
3039,884N,Briscola,New York,Good Decor Good Food Italian $15-$30 Good Service 
3040,885N,La Luncheonette,New York,Good Decor Excellent Food French Bistro $30-$50 Excellent Service 
3041,886N,Cleopatra's Needle,New York,Good Decor Dancing Entertainment Good Food Italian Middle Eastern $15-$30 Good Service Vegetarian 
3042,887N,Churchill's,New York,After Hours Dining American (Traditional) Good Decor Dancing Entertainment Good Food Fine for Dining Alone Hamburgers & Beer Late Night Menu $15-$30 Prix Fixe Menus Pub Feel Good Service Special Brunch Menu Traditional Weekend Dining Wheelchair Access 
3043,888N,Kabul Cafe,New York,Afghanistan Good Decor Dancing Entertainment Excellent Food Middle Eastern $15-$30 Excellent Service Up and Coming 
3044,889N,Cafe Metairie,New York,Excellent Decor Excellent Food French Bistro $30-$50 Excellent Service Traditional Warm spots by the fire 
3045,890N,Peruvian Restaurant,New York,Fair Decor Excellent Food $15-$30 Peruvian Good Service South American 
3046,891N,La Fusta,New York,Argentinean Fair Decor Extraordinary Food Italian Little Known But Well Liked $15-$30 Excellent Service South American 
3047,892N,Time & Again Restaurant,New York,American (Contemporary) Classic Hotel Dining Extraordinary Decor Extraordinary Food Health Conscious Menus $30-$50 Extraordinary Service 
3048,893N,Pomodori,New York,Good Decor Excellent Food Italian $15-$30 Excellent Service Short Drive Up and Coming 
3049,894N,Merchants,New York,After Hours Dining American (Contemporary) Excellent Decor Good Food Late Night Menu $15-$30 Good Service Warm spots by the fire 
3050,895N,Village Atelier,New York,An Historic Spot Extraordinary Decor Extraordinary Food French Bistro $30-$50 Romantic Excellent Service Traditional 
3051,896N,Le Biarritz,New York,Good Decor Good Food French Bistro $15-$30 Prix Fixe Menus Good Service 
3052,897N,The Saloon,New York,Good Decor Good Food Good for Younger Kids Old World Cafe Charm $15-$30 People Keep Coming Back Good Service 
3053,898N,Passage To India,New York,After Hours Dining Good Decor Delivery Available Excellent Food Indian Late Night Menu $15-$30 Excellent Service Takeout Available 
3054,899N,Chelsea Commons,New York,American (Traditional) Good Decor Dancing Delivery Available Dining Outdoors Entertainment Good Food $15-$30 Private Parties Private Rooms Available Pub Feel Good Service Special Brunch Menu Takeout Available Weekend Dining 
3055,900N,AUREOLE,New York,American (Contemporary) Near-perfect Decor Dining Outdoors Near-perfect Food Fabulous Wine Lists Game Good Out of Town Business Hip Place To Be over $50 Power Brokers Prix Fixe Menus Quiet for Conversation Relaxed Senior Scene Romantic Near-perfect Service 
3056,901N,Louie's Westside Cafe,New York,American (Contemporary) Excellent Decor Excellent Food Open for Breakfast $15-$30 Excellent Service Weekend Dining 
3057,902N,Luke's Bar and Grill,New York,After Hours Dining American (Traditional) Good Decor Dining Outdoors Good Food Grills Hamburgers & Beer Late Night Menu $15-$30 People Keep Coming Back Pub Feel Good Service 
3058,903N,L'Auberge,New York,Good Decor Dining Outdoors Good Food French Bistro Lebanese $15-$30 Good Service Up and Coming 
3059,904N,Oriental Garden,New York,After Hours Dining Chinese Good Decor Dim Sum Extraordinary Food Late Night Menu Little Known But Well Liked $15-$30 Prix Fixe Menus Good Service Seafood Up and Coming 
3060,905N,Angels,New York,Good Decor Excellent Food Italian $15-$30 Private Parties Private Rooms Available Good Service 
3061,906N,Charley O's,New York,American (Traditional) Good Decor Fair Food Irish $15-$30 People Keep Coming Back Good Service Warm spots by the fire 
3062,907N,Garibaldi,New York,Good Decor Good Food Fine for Dining Alone Italian $15-$30 Pizza Relaxed Senior Scene Good Service 
3063,908N,RAO'S,New York,Good Decor Extraordinary Food Hip Place To Be Italian $30-$50 Power Brokers Pub Feel Quirky Excellent Service 
3064,909N,Lenge,New York,Good Decor Delivery Available Good Food Japanese $15-$30 Good Service Takeout Available 
3065,910N,O'Neal's,New York,American (Traditional) Good Decor Delivery Available Dining Outdoors Good Food Good for Younger Kids Hamburgers & Beer Old World Cafe Charm $15-$30 People Keep Coming Back Pre-theater Dining Private Parties Private Rooms Available Prix Fixe Menus Pub Feel Good Service Takeout Available Warm spots by the fire Weekend Dining 
3066,911N,Gallagher's Steak House,New York,American (Traditional) An Historic Spot Good Decor Excellent Food $30-$50 Pre-theater Dining Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Steakhouses Weekend Dining Wheelchair Access 
3067,912N,Il Corallo Trattoria,New York,Good Decor Excellent Food Italian $15-$30 Pizza Place for Singles Good Service 
3068,913N,Halcyon,New York,After Hours Dining American (Contemporary) Creative Classic Hotel Dining Extraordinary Decor Dancing Entertainment Extraordinary Food Late Night Menu $30-$50 Relaxed Senior Scene Extraordinary Service 
3069,914N,Caffe Rafaella,New York,After Hours Dining Coffee and Dessert Good Decor Dining Outdoors Good Food Italian Late Night Menu $15-$30 Place for Singles Good Service 
3070,915N,Bombay Palace,New York,Good Decor Delivery Available Excellent Food Indian $15-$30 Excellent Service Takeout Available 
3071,916N,American Festival Cafe,New York,American (Traditional) Excellent Decor Good Food Open for Breakfast $30-$50 People Keep Coming Back Private Parties Private Rooms Available Prix Fixe Menus Excellent Service Weekend Dining 
3072,917N,Ellen's Stardust Diner,New York,American (Traditional) Coffee and Dessert Good Decor Dancing Delivery Available Diners Entertainment Good Food For the Young and Young at Heart Good for Younger Kids Hamburgers & Beer Menus in Braille Open for Breakfast $15-$30 Good Service Takeout Available 
3073,918N,La Boite en Bois,New York,Excellent Decor Extraordinary Food French Bistro $30-$50 Prix Fixe Menus Excellent Service 
3074,919N,S.P.Q.R.,New York,Excellent Decor Excellent Food Italian $30-$50 Excellent Service 
3075,920N,Pig Heaven,New York,Chinese Good Decor Excellent Food Good for Younger Kids $15-$30 Private Parties Private Rooms Available Good Service 
3076,921N,Four Winds,New York,Good Decor Excellent Food Japanese $15-$30 Excellent Service 
3077,922N,Caffe Bond!,New York,Excellent Decor Excellent Food $30-$50 Excellent Service 
3078,923N,Malaga,New York,Fair Decor Excellent Food $15-$30 Excellent Service Spanish 
3079,924N,Oriental Pearl,New York,Chinese Fair Decor Dim Sum Excellent Food $15-$30 Good Service Seafood 
3080,925N,Market Cafe,New York,American (Traditional) Good Decor Good Food $15-$30 Good Service Up and Coming 
3081,926N,SIGN OF THE DOVE,New York,American (Contemporary) Near-perfect Decor Dancing Dining Outdoors Entertainment Extraordinary Food Good Out of Town Business High Tea over $50 Pre-theater Dining Private Parties Private Rooms Available Prix Fixe Menus Relaxed Senior Scene Romantic Extraordinary Service Special Brunch Menu Warm spots by the fire Weekend Dining 
3082,927N,Samplings,New York,American (Traditional) Classic Hotel Dining Excellent Decor Good Food Good for Younger Kids $15-$30 Private Parties Private Rooms Available Prix Fixe Menus Good Service Traditional 
3083,928N,Orbit,New York,After Hours Dining American (Contemporary) Good Decor Good Food Italian Late Night Menu $15-$30 Place for Singles Good Service Short Drive Up and Coming 
3084,929N,Rose of India,New York,Good Decor Excellent Food Indian $15-$30 Excellent Service 
3085,930N,Birdland,New York,Cajun Creole Good Decor Dancing Entertainment Good Food $15-$30 Private Parties Private Rooms Available Quirky Good Service Soulfood Southern 
3086,931N,Madeo,New York,Authentic Good Decor Good Food Great for People Watching $15-$30 Quiet for Conversation Relaxed Senior Scene Good Service Up and Coming 
3087,932N,Brighton Grill & Oyster Bar,New York,American (Contemporary) Good Decor Delivery Available Excellent Food Fine for Dining Alone Grills Menus in Braille $15-$30 Prix Fixe Menus Excellent Service Special Brunch Menu Takeout Available Weekend Dining 
3088,933N,Googies Italian Diner,New York,American (Traditional) Good Decor Diners Dining Outdoors Good Food For the Young and Young at Heart Good for Younger Kids Italian $15-$30 Place for Singles Good Service Up and Coming Weekend Dining 
3089,934N,Demarchelier,New York,Authentic Good Decor Good Food French Bistro $30-$50 People Keep Coming Back Good Service Traditional 
3090,935N,Le Bistrot de Maxim's,New York,Good Decor Dancing Entertainment Good Food French Bistro $15-$30 Private Parties Private Rooms Available Quiet for Conversation Good Service 
3091,936N,Barocco,New York,Excellent Decor Excellent Food Italian $30-$50 Excellent Service 
3092,937N,oh la la,New York,Coffee and Dessert Fair Decor Excellent Food below $15 Excellent Service Up and Coming 
3093,938N,Orson's,New York,After Hours Dining American (Contemporary) Creative Good Decor Eclectic Excellent Food Late Night Menu $15-$30 Good Service 
3094,939N,Sawadee Thai Cuisine,New York,Good Decor Dining Outdoors Good Food $15-$30 Good Service Thai 
3095,940N,Table d'Hte,New York,American (Contemporary) Excellent Decor Extraordinary Food French Bistro $30-$50 Prix Fixe Menus Extraordinary Service Special Brunch Menu Weekend Dining 
3096,941N,Meridiana,New York,Excellent Decor Excellent Food Italian $15-$30 Good Service 
3097,942N,Edison Cafe,New York,Classic Hotel Dining Fair Decor Good Food $15-$30 Polish Good Service 
3098,943N,Ear Inn,New York,After Hours Dining Good Decor Dancing Entertainment Excellent Food Hamburgers & Beer Late Night Menu $15-$30 Pub Feel Good Service 
3099,944N,Tout Va Bien,New York,Good Decor Excellent Food French Bistro $30-$50 Pre-theater Dining Excellent Service 
3100,945N,Rumpelmayer's,New York,American (Traditional) Classic Hotel Dining Coffee and Dessert Excellent Decor Dining Outdoors Good Food Good for Younger Kids $15-$30 Pastries People Keep Coming Back Good Service 
3101,946N,Chefs & Cuisiniers Club,New York,American (Contemporary) Creative Excellent Decor Delivery Available Eclectic Extraordinary Food Game $30-$50 Private Parties Private Rooms Available Prix Fixe Menus Excellent Service Takeout Available Wheelchair Access 
3102,947N,DANIEL (aka Restaurant Daniel),New York,Classic Hotel Dining Extraordinary Decor Extraordinary Food French Game Good Out of Town Business Great for People Watching Hip Place To Be over $50 Power Brokers Prix Fixe Menus Quiet for Conversation Relaxed Senior Scene Extraordinary Service Up and Coming Wheelchair Access 
3103,948N,Choshi,New York,Good Decor Excellent Food Japanese $15-$30 Excellent Service 
3104,949N,Ciccio & Tony's,New York,After Hours Dining Excellent Decor Excellent Food Italian Late Night Menu $15-$30 Place for Singles Private Parties Private Rooms Available Prix Fixe Menus Pub Feel Excellent Service Up and Coming 
3105,950N,Friend of a Farmer,New York,American (Traditional) Excellent Decor Dining Outdoors Excellent Food Good for Younger Kids High Tea Open for Breakfast $15-$30 Good Service Special Brunch Menu Warm spots by the fire Weekend Dining 
3106,951N,Cafe Loup,New York,Excellent Decor Excellent Food French Bistro $30-$50 Prix Fixe Menus Excellent Service 
3107,952N,La Dolce Vita,New York,Coffee and Dessert Excellent Decor Extraordinary Food Italian $15-$30 Excellent Service 
3108,953N,Mangia e Bevi,New York,Good Decor Delivery Available Good Food Italian $15-$30 Place for Singles Good Service Takeout Available Up and Coming Weekend Dining 
3109,954N,Elio's,New York,Excellent Decor Extraordinary Food Great for People Watching Italian $30-$50 Excellent Service 
3110,955N,Shun Lee West,New York,Chinese Extraordinary Decor Delivery Available Extraordinary Food $30-$50 Relaxed Senior Scene Excellent Service Takeout Available Wheelchair Access 
3111,956N,Woo Lae Oak of Seoul,New York,Good Decor Excellent Food Korean $15-$30 Good Service 
3112,957N,Arizona 206 and Cafe,New York,American (Regional) Creative Excellent Decor Dancing Entertainment Extraordinary Food $30-$50 Place for Singles Prix Fixe Menus Excellent Service Southwestern Warm spots by the fire Weekend Dining 
3113,958N,Boca Chica,New York,Brazilian Cuban Good Decor Dancing Entertainment Excellent Food For the Young and Young at Heart $15-$30 Place for Singles Quirky Good Service South American 
3114,959N,Olde Galway,New York,Continental Good Decor Good Food Irish $15-$30 Pub Feel Good Service Up and Coming 
3115,960N,TRIONFO,New York,Excellent Decor Excellent Food Italian $30-$50 Excellent Service 
3116,961N,Ruppert's,New York,After Hours Dining American (Traditional) Good Decor Dining Outdoors Good Food For the Young and Young at Heart Hamburgers & Beer Late Night Menu $15-$30 People Keep Coming Back Place for Singles Good Service Weekend Dining 
3117,962N,Tatany,New York,Good Decor Extraordinary Food Japanese $15-$30 Excellent Service 
3118,963N,Florence (fka Caffe Florence),New York,After Hours Dining American (Contemporary) Good Decor Excellent Food Health Conscious Menus Italian Late Night Menu $30-$50 Excellent Service 
3119,964N,Grifone,New York,Excellent Decor Extraordinary Food Italian $30-$50 Extraordinary Service 
3120,965N,"Clarke's, P.J.",New York,After Hours Dining American (Traditional) An Historic Spot Good Decor Good Food Hamburgers & Beer Late Night Menu $15-$30 People Keep Coming Back Place for Singles Pub Feel Good Service 
3121,966N,MESA GRILL,New York,American (Regional) Extraordinary Decor Extraordinary Food Game Good Out of Town Business Grills Hip Place To Be $30-$50 Place for Singles Excellent Service Southwestern Wheelchair Access 
3122,967N,Avanti,New York,Good Decor Dining Outdoors Good Food Italian $15-$30 Good Service Up and Coming 
3123,968N,Lusardi's,New York,Excellent Decor Delivery Available Extraordinary Food Italian $30-$50 Excellent Service Takeout Available Weekend Dining 
3124,969N,Pandit,New York,Fair Decor Excellent Food Indian $15-$30 Excellent Service 
3125,970N,Caffe Cefalu,New York,Coffee and Dessert Good Decor Excellent Food Italian $15-$30 Excellent Service Traditional 
3126,971N,Bistro 95,New York,Continental Good Decor Dancing Entertainment Good Food $15-$30 Excellent Service Traditional Up and Coming 
3127,972N,Ambassador Grill,New York,American (Contemporary) Creative Classic Hotel Dining Extraordinary Decor Extraordinary Food Game Grills Open for Breakfast $30-$50 Prix Fixe Menus Quiet for Conversation Extraordinary Service Special Brunch Menu Weekend Dining 
3128,973N,Barking Dog Luncheonette,New York,American (Traditional) Coffee Shops Excellent Decor Diners Excellent Food For the Young and Young at Heart $15-$30 Excellent Service Up and Coming 
3129,974N,Montebello,New York,Excellent Decor Extraordinary Food Italian $30-$50 Prix Fixe Menus Extraordinary Service 
3130,975N,Bruno Ristorante,New York,Excellent Decor Dancing Entertainment Excellent Food Game Italian $30-$50 Excellent Service Warm spots by the fire 
3131,976N,DA UMBERTO,New York,Excellent Decor Extraordinary Food Good Out of Town Business Hip Place To Be Italian $30-$50 Extraordinary Service 
3132,977N,Joe & Joe,New York,Good Decor Excellent Food Italian $15-$30 Excellent Service 
3133,978N,Haveli,New York,After Hours Dining Excellent Decor Delivery Available Excellent Food Indian Late Night Menu $15-$30 Excellent Service Takeout Available 
3134,979N,Isle of Capri,New York,Good Decor Good Food Italian $30-$50 Excellent Service Seafood 
3135,980N,Penang Malaysia,New York,Fair Decor Excellent Food Malaysian $15-$30 Quirky Excellent Service Up and Coming 
3136,981N,Katz's Deli,New York,Fair Decor Deli Delivery Available Excellent Food Good for Younger Kids Jewish below $15 Fair Service Traditional Takeout Available Weekend Dining 
3137,982N,Bo Ky,New York,Chinese Poor Decor Excellent Food Noodle Shops below $15 Fair Service 
3138,983N,Langan's,New York,American (Traditional) Continental Good Decor Dancing Entertainment Good Food $15-$30 Place for Singles Pre-theater Dining Prix Fixe Menus Pub Feel Good Service Special Brunch Menu Up and Coming 
3139,984N,Blue Ribbon,New York,After Hours Dining American (Contemporary) Excellent Decor Eclectic Extraordinary Food Hip Place To Be Late Night Menu $30-$50 Excellent Service Up and Coming 
3140,985N,Jean Lafitte,New York,Excellent Decor Excellent Food French Bistro $30-$50 Prix Fixe Menus Excellent Service Traditional 
3141,986N,Dix et Sept,New York,After Hours Dining Excellent Decor Extraordinary Food French Bistro Late Night Menu Little Known But Well Liked $30-$50 Quiet for Conversation Romantic Excellent Service Up and Coming Weekend Dining 
3142,987N,Restaurant Two Two Two,New York,Excellent Decor Extraordinary Food $30-$50 Excellent Service 
3143,988N,Harry's Burritos,New York,After Hours Dining Burritos Fair Decor Delivery Available Good Food Late Night Menu Mexican below $15 Good Service Tacos Takeout Available Tex-Mex Up and Coming 
3144,989N,Christo's Steak House,New York,After Hours Dining Excellent Decor Excellent Food Late Night Menu $30-$50 Excellent Service Steakhouses 
3145,990N,Lofland's N.Y. Grill,New York,American (Traditional) Bar-B-Q Good Decor Excellent Food Grills Hamburgers & Beer $15-$30 Good Service 
3146,991N,Bayamo,New York,After Hours Dining Chinese Cuban Excellent Decor Dancing Entertainment Good Food Late Night Menu $15-$30 People Keep Coming Back Place for Singles Private Parties Private Rooms Available Good Service 
3147,992N,MANHATTAN OCEAN CLUB,New York,Extraordinary Decor Extraordinary Food Fabulous Wine Lists Good Out of Town Business over $50 Quiet for Conversation Relaxed Senior Scene Extraordinary Service Seafood Weekend Dining 
3148,993N,Steamer's Landing,New York,American (Traditional) Excellent Decor Dining Outdoors Good Food $15-$30 Good Service Seafood 
3149,994N,Sidewalker's,New York,American (Regional) Good Decor Excellent Food For the Young and Young at Heart $15-$30 Good Service Seafood 
3150,995N,Road to Mandalay,New York,Burmese Good Decor Extraordinary Food Little Known But Well Liked $15-$30 Excellent Service 
3151,996N,The Shelby,New York,American (Contemporary) Good Decor Excellent Food $30-$50 Place for Singles Excellent Service Weekend Dining Wheelchair Access 
3152,997N,Col Legno,New York,Good Decor Excellent Food Italian $15-$30 Pizza Good Service Warm spots by the fire 
3153,998N,Nosmo King,New York,American (Contemporary) Creative Excellent Decor Dancing Delivery Available Entertainment Excellent Food Health Conscious Menus $30-$50 Prix Fixe Menus Quirky Excellent Service Takeout Available Vegetarian 
3154,999N,La Topiaire,New York,Excellent Decor Excellent Food French $30-$50 Excellent Service 
3155,1000N,New Chao Chow,New York,Authentic Poor Decor Excellent Food $15-$30 Good Service Up and Coming Vietnamese 
3156,1001N,Lum Chin,New York,Chinese Excellent Decor Dancing Entertainment Excellent Food Fine for Dining Alone $15-$30 Prix Fixe Menus Excellent Service 
3157,1002N,The N.Y. Delicatessen,New York,American (Traditional) Good Decor Deli Good Food For the Young and Young at Heart Good for Younger Kids Jewish $15-$30 People Keep Coming Back Private Parties Private Rooms Available Good Service 
3158,1003N,Kin Khao,New York,Authentic Excellent Decor Excellent Food $15-$30 Excellent Service Thai Up and Coming 
3159,1004N,Anglers & Writers,New York,American (Regional) Coffee and Dessert Extraordinary Decor Excellent Food High Tea Open for Breakfast $15-$30 Pastries Excellent Service Special Brunch Menu Weekend Dining 
3160,1005N,La Taza De Oro,New York,Coffee Shops Cuban Fair Decor Excellent Food Fine for Dining Alone below $15 Quirky Good Service Spanish 
